cidade,uf,servico,valor_mensal,capacidade_mb,vigencia_meses,ip_fixo,interface
Sao Paulo,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Carangola / Mg (Crl),MG,IP BANDA LARGA,99.9,100,0,0,FIBRA
Maracanau,CE,IP BANDA LARGA,109.9,100,12,na,FIBRA
Maracanau,CE,IP DEDICADO,629.9,20,12,30,FIBRA
Osasco,SP,IP DEDICADO,550.0,25,12,30,FIBRA
Manaus,AM,IP BANDA LARGA,80.0,100,12,na,FIBRA
Ibirita,MG,IP DEDICADO,150.0,52,36,/30,FIBRA
Juatuba,MG,IP DEDICADO,150.0,52,36,/30,FIBRA
Sarzedo,MG,IP DEDICADO,150.0,52,36,/30,FIBRA
Betim,MG,IP DEDICADO,150.0,52,36,/30,FIBRA
Pedro Leopoldo,MG,L2L LAST MILE,0.01,500,12,,FIBRA
Barueri,SP,IP DEDICADO,500.0,52,12,32,FIBRA
Uberlandia / Mg (Ula),MG,IP DEDICADO,280.0,10,0,0,FIBRA
Orizona / Go (Ozn),GO,IP BANDA LARGA,179.9,500,0,0,FIBRA
Franco Da Rocha,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Santa Isabel,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Sao Paulo,SP,IP BANDA LARGA,170.0,100,60,,FIBRA
Aracatuba,SP,IP BANDA LARGA,170.0,100,60,,FIBRA
Mogi Das Cruzes / Sp (Mcz),SP,IP BANDA LARGA,115.0,100,0,0,FIBRA
Sao Paulo / Sp (Spo),SP,IP BANDA LARGA,115.0,100,0,0,FIBRA
Sao Paulo / Sp (Spo),SP,IP BANDA LARGA,115.0,100,0,0,FIBRA
Brasilia / Df (Bsa),DF,IP DEDICADO,800.0,100,12,0,FIBRA
Sao Paulo,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Sao Paulo,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Alvaro De Carvalho,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Sao Paulo,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Sao Paulo,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Aracatuba,SP,IP BANDA LARGA,115.0,50,60,,FIBRA
Rubiataba / Go (Rtb),GO,IP DEDICADO,130.0,10,0,0,FIBRA
Petrolina De Goias / Go (Plg),GO,IP DEDICADO,130.0,10,0,0,FIBRA
Ceres / Go (Cee),GO,IP DEDICADO,130.0,10,0,0,FIBRA
Jaragua / Go (Jrg),GO,IP DEDICADO,130.0,10,0,0,FIBRA
Belo Oriente / Mg (Bot),MG,IP BANDA LARGA,139.9,100,0,30,FIBRA
Sao Paulo,SP,IP DEDICADO,600.0,200,12,30,FIBRA
Candelaria / Rs (Cnd),RS,IP DEDICADO,120.0,12,0,0,FIBRA
Santos Dumont / Mg (Snd),MG,IP DEDICADO,109.0,10,0,0,FIBRA
Salvador / Ba (Sdr),BA,IP DEDICADO,930.0,102,0,0,RÃDIO
Ijui,RS,L2L  LAST MILE,149.9,50,12,,FIBRA
Contagem,MG,IP DEDICADO,650.0,52,12,/32,FIBRA
Itajaa,SC,IP DEDICADO,500.0,50,12,32,FIBRA
Joao Pessoa,PB,IP DEDICADO,500.0,50,12,32,FIBRA
Londrina,PR,IP DEDICADO,435.71,50,12,32,FIBRA
Patos De Minas / Mg (Pms),MG,IP DEDICADO,270.0,10,0,0,FIBRA
Palmas / To (Pmj),TO,IP DEDICADO,640.0,35,0,30,FIBRA
Sao Paulo,SP,IP DEDICADO,600.0,100,36,30,FIBRA
Palmas / To (Pmj),TO,IP DEDICADO,350.0,15,0,0,FIBRA
Patos De Minas / Mg (Pms),MG,IP DEDICADO,300.0,15,0,0,FIBRA
Belo Horizonte,MG,IP BANDA LARGA,0.01,600,60,,FIBRA
Belo Horizonte / Mg (Bhe),MG,IP BANDA LARGA,90.0,100,0,0,FIBRA
Tarauaca,AC,IP BANDA LARGA,149.99,500,60,,FIBRA
Tarauaca,AC,IP BANDA LARGA,250.0,50,60,,FIBRA
Maraba / Pa (Mba),PA,IP BANDA LARGA,149.9,650,0,0,FIBRA
Brasilia,DF,IP BANDA LARGA,120.0,50,60,0,FIBRA
Brasilia,DF,IP BANDA LARGA,120.0,50,60,0,FIBRA
Rorainopolis / Rr (Rlis),RR,IP BANDA LARGA,129.9,70,0,0,FIBRA
Rorainapolis,RR,IP BANDA LARGA,199.9,500,60,,FIBRA
Cotriguaau,MT,IP BANDA LARGA,120.0,300,60,,FIBRA
Macapa / Ap (Mpa),AP,IP BANDA LARGA,120.0,50,0,0,FIBRA
Joaquim Pires / Pi (Jqp),PI,IP BANDA LARGA,110.0,200,0,0,FIBRA
Sao Paulo / Sp (Spo),SP,IP BANDA LARGA,90.0,100,0,0,FIBRA
Aracaju / Se (Aju),SE,IP BANDA LARGA,110.0,300,0,0,FIBRA
Bauru / Sp (Bru),SP,IP DEDICADO,150.0,5,0,0,FIBRA
Sao Jose Dos Campos / Sp (Sjc),SP,IP BANDA LARGA,110.0,200,0,0,FIBRA
Brasilia,DF,IP BANDA LARGA,120.0,50,60,0,FIBRA
Brasilia,DF,IP BANDA LARGA,120.0,50,60,0,FIBRA
Brasilia,DF,IP BANDA LARGA,120.0,50,60,0,FIBRA
Brasalia,DF,IP BANDA LARGA,120.0,50,60,,FIBRA
Brasilia,DF,IP BANDA LARGA,120.0,50,60,0,FIBRA
Brasilia,DF,IP BANDA LARGA,120.0,50,60,0,FIBRA
Coromandel / Mg (Cel),MG,IP BANDA LARGA,300.0,100,0,0,FIBRA
Florianopolis / Sc (Fns),SC,IP BANDA LARGA,110.0,50,0,0,FIBRA
Belam,PA,IP BANDA LARGA,119.9,350,60,,FIBRA
Cacoal,RO,IP BANDA LARGA,150.0,50,60,,FIBRA
Carlinda,MT,IP BANDA LARGA,229.9,50,60,,FIBRA
Cotriguaau,MT,IP BANDA LARGA,229.9,50,60,,FIBRA
Belem / Pa (Blm),PA,IP BANDA LARGA,129.9,50,0,0,FIBRA
Quiterianopolis / Ce (Qts),CE,IP BANDA LARGA,129.9,50,0,0,FIBRA
Joaquim Pires / Pi (Jqp),PI,IP BANDA LARGA,129.9,50,0,0,FIBRA
Barroquinha / Ce (Bqn),CE,IP BANDA LARGA,129.9,50,0,0,FIBRA
Curitiba,PR,IP BANDA LARGA,115.0,400,60,,FIBRA
Florianopolis / Sc (Fns),SC,IP BANDA LARGA,0.01,10,0,0,FIBRA
Curitiba / Pr (Cta),PR,IP BANDA LARGA,0.01,10,0,0,FIBRA
Sao Paulo,SP,IP BANDA LARGA,125.0,200,60,,FIBRA
Passos,MG,IP BANDA LARGA,125.0,200,60,,FIBRA
Sao Josa Dos Campos,SP,IP BANDA LARGA,125.0,200,60,,FIBRA
Aracaju,SE,IP BANDA LARGA,147.0,50,60,,FIBRA
Teresina,PI,IP BANDA LARGA,147.0,50,60,,FIBRA
Quiterianopolis / Ce (Qts),CE,IP BANDA LARGA,150.0,50,0,0,FIBRA
Barroquinha / Ce (Bqn),CE,IP BANDA LARGA,150.0,50,0,0,FIBRA
Bauru / Sp (Bru),SP,IP BANDA LARGA,115.0,100,0,0,FIBRA
Sao Paulo / Sp (Spo),SP,IP BANDA LARGA,115.0,100,0,0,FIBRA
Uruguaiana / Rs (Ugn),RS,IP BANDA LARGA,115.0,100,0,0,FIBRA
Vicosa / Mg (Vcs),MG,IP BANDA LARGA,115.0,100,0,0,FIBRA
Porto Dos Gauchos / Mt (Poh),MT,IP BANDA LARGA,270.0,100,0,na,FIBRA
Candiota,RS,IP BANDA LARGA,111.62,10,60,,FIBRA
Macapa / Ap (Mpa),AP,IP BANDA LARGA,101.06,10,0,0,FIBRA
Teresina / Pi (Tsa),PI,IP BANDA LARGA,100.96,10,0,0,FIBRA
Cacoal / Ro (Cwl),RO,IP BANDA LARGA,101.06,10,0,0,FIBRA
Campos Dos Goytacazes,RJ,IP BANDA LARGA,125.0,50,60,,FIBRA
Viaosa,MG,IP BANDA LARGA,125.0,500,60,,FIBRA
Cataguases,MG,IP BANDA LARGA,125.0,500,60,,FIBRA
Rio De Janeiro,RJ,IP BANDA LARGA,125.0,50,60,,FIBRA
Rio De Janeiro,RJ,IP BANDA LARGA,125.0,50,60,,FIBRA
Ribeirao Preto,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Sao Paulo,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Belo Horizonte,MG,IP BANDA LARGA,149.9,200,60,,FIBRA
Vila Velha,ES,IP DEDICADO,220.0,10,60,,FIBRA
Belo Horizonte,MG,IP BANDA LARGA,0.01,600,60,,FIBRA
Salvador / Ba (Sdr),BA,IP DEDICADO,780.0,50,0,0,FIBRA
Arapongas,PR,L2L  LAST MILE,0.01,50,12,,FIBRA
Joaaaba,SC,L2L  LAST MILE,0.01,600,12,,FIBRA
Santa Maria / Rs (Sma),RS,IP BANDA LARGA,109.0,20,0,0,FIBRA
Rio Grande / Rs (Rgr),RS,IP BANDA LARGA,109.0,20,0,0,FIBRA
Rio Grande / Rs (Rgr),RS,IP BANDA LARGA,109.0,20,0,0,FIBRA
Joaaaba,SC,L2L  LAST MILE,0.01,200,12,,FIBRA
Porto Esperidiao,MT,IP BANDA LARGA,110.0,50,60,,FIBRA
Sapezal / Mt (Spzl),MT,IP DEDICADO,300.0,50,0,30,FIBRA
Dores Do Indaia / Mg (Ddi),MG,IP BANDA LARGA,169.9,100,0,0,FIBRA
Francisco Sa / Mg (Fcs),MG,IP BANDA LARGA,124.9,500,0,0,FIBRA
Belo Horizonte,#N,IP DEDICADO,0.0,102,0,0,FIBRA
Nao Me Toque,RS,IP BANDA LARGA,169.99,30,60,,FIBRA
Nao-Me-Toque,RS,L2L  LAST MILE | L2L LAST MILE,170.0,10,60,0,FIBRA
Cajamar,SP,IP DEDICADO,700.0,110,36,30,FIBRA
Cruzeiro Do Sul,AC,IP BANDA LARGA,250.0,50,60,,FIBRA
Cruzeiro Do Sul,AC,IP BANDA LARGA,110.0,100,60,,FIBRA
Monte Santo De Minas / Mg (Msm),MG,IP BANDA LARGA,89.9,100,0,0,FIBRA
Brasilia,DF,IP BANDA LARGA,120.0,50,60,0,FIBRA
Brasilia,DF,IP BANDA LARGA,120.0,50,60,0,FIBRA
Santa Cruz Do Sul / Rs (Scr),RS,IP BANDA LARGA,129.9,100,0,0,FIBRA
Campos Dos Goytacazes,RJ,IP BANDA LARGA,84.9,400,60,,FIBRA
Goiania / Go (Gna),GO,IP BANDA LARGA,129.9,300,0,0,FIBRA
Natal / Rn (Ntl),RN,IP BANDA LARGA,90.0,100,0,0,FIBRA
Florianopolis / Sc (Fns),SC,IP BANDA LARGA,90.0,100,0,0,FIBRA
Porto Alegre / Rs (Pae),RS,IP BANDA LARGA,90.0,100,0,0,FIBRA
Macapa / Ap (Mpa),AP,IP DEDICADO,0.0,100,12,30,FIBRA
Goiania,GO,IP DEDICADO,546.17,100,36,/29,FIBRA
Goiania,GO,IP DEDICADO,546.17,100,36,/29,FIBRA
Goiania,GO,IP DEDICADO,546.17,100,36,29,FIBRA
Dourados,MS,L2L  LAST MILE,0.01,100,24,,FIBRA
Muriae / Mg (Mre),MG,IP DEDICADO,590.0,12,0,30,FIBRA
Mateus Leme / Mg (Mal),MG,IP DEDICADO,590.0,12,0,30,FIBRA
Chapadao Do Sul,MS,L2L  LAST MILE,0.01,100,24,,FIBRA
Faxinal Do Soturno,RS,IP DEDICADO,600.0,50,36,30,FIBRA
Dona Francisca,RS,IP DEDICADO,600.0,50,36,30,FIBRA
Sao Joao Do Polesine,RS,IP DEDICADO,600.0,50,36,30,FIBRA
Conceicao Das Alagoas / Mg (Cls),MG,IP BANDA LARGA,180.0,100,0,0,FIBRA
Monte Siao / Mg (Msi),MG,IP BANDA LARGA,169.9,240,0,30,FIBRA
Brasilia / Df (Bsa),DF,IP DEDICADO,400.0,10,0,0,FIBRA
Sao Paulo,SP,IP DEDICADO,0.0,200,12,30,FIBRA
Varginha / Mg (Vga),MG,IP DEDICADO,950.0,100,36,0,RÃDIO
Rio Grande,RS,L2L LAST MILE,750.0,200,36,,FIBRA
Sao Paulo,SP,IP BANDA LARGA,99.9,250,12,na,FIBRA
Joao Pessoa,PB,IP BANDA LARGA,250.0,50,60,,FIBRA
Joao Pessoa,PB,IP BANDA LARGA,250.0,50,60,,FIBRA
Joao Pessoa,PB,IP BANDA LARGA,250.0,50,60,,FIBRA
Joao Pessoa / Pb (Jpa),PB,IP BANDA LARGA,90.0,100,0,0,FIBRA
Joao Pessoa,PB,IP BANDA LARGA,220.0,50,60,,FIBRA
Uberaba,MG,IP DEDICADO,930.0,100,36,/30,RÃDIO
Joao Pessoa / Pb (Jpa),PB,IP BANDA LARGA,150.0,50,0,0,FIBRA
Sao Jose Dos Campos / Sp (Sjc),SP,IP DEDICADO,690.0,100,0,30,FIBRA
,,IP DEDICADO,700.0,0,0,30,
Sao Josa Dos Campos,SP,IP DEDICADO,700.0,100,12,30,FIBRA
Contagem,MG,IP BANDA LARGA | IP DEDICADO,0.01,600,12,na,FIBRA
Aracaju,SE,IP DEDICADO | L2L  LAST MILE,0.0,1000,36,,FIBRA
Aracaju,SE,IP DEDICADO | L2L  LAST MILE,0.0,1000,36,,FIBRA
,,IP DEDICADO,700.0,0,0,30,
,,IP DEDICADO,0.0,0,36,30,
Simaes Filho,BA,IP DEDICADO,0.0,500,12,30,RÃDIO
Itapoa / Sc (Ith),SC,IP DEDICADO,300.0,10,0,0,RÃDIO
Araquari,SC,L2L  LAST MILE | IP DEDICADO,350.0,50,24,,FIBRA
Araquari,SC,L2L  LAST MILE,360.0,50,24,,FIBRA
Colider / Mt (Cde),MT,IP BANDA LARGA,200.0,500,0,0,FIBRA
Goiania,GO,IP DEDICADO,0.0,300,12,29,FIBRA
Sao Gonaalo,RJ,IP BANDA LARGA,220.0,100,12,,FIBRA
Sao Valentim / Rs (Svm),RS,IP DEDICADO,475.0,25,12,0,FIBRA
Passa Quatro / Mg (Pqo),MG,IP DEDICADO,300.0,10,0,0,FIBRA
Brasilia / Df (Bsa),DF,IP DEDICADO,946.0,100,12,0,FIBRA
Brasilia / Df (Bsa),DF,IP DEDICADO,946.0,100,12,0,FIBRA
Itamonte / Mg (Imo),MG,IP DEDICADO,300.0,10,0,0,FIBRA
Itamonte / Mg (Imo),MG,IP DEDICADO,300.0,10,0,0,FIBRA
Sao Sepe / Rs (See),RS,IP DEDICADO,200.0,12,0,0,FIBRA
Ibiruba,RS,L2L  LAST MILE,500.0,50,24,,FIBRA
Brasilia / Df (Bsa),DF,IP DEDICADO,400.0,10,0,0,FIBRA
Pouso Alegre / Mg (Psa),MG,IP DEDICADO,550.0,20,0,30,FIBRA
Machado / Mg (Mcd),MG,IP DEDICADO,550.0,12,0,30,FIBRA
Colatina,ES,IP DEDICADO,500.0,50,36,30,FIBRA
Simaes Filho,BA,IP DEDICADO,0.0,100,12,29,FIBRA
Porto Amazonas,PR,IP DEDICADO,900.0,110,36,30,FIBRA
Hidrolandia / Go (Hdd),GO,IP DEDICADO,0.0,100,12,/29,FIBRA
Jaboatao Dos Guararapes,PE,IP DEDICADO,600.0,50,12,30,FIBRA
Tupaciguara / Mg (Tpc),MG,IP BANDA LARGA,130.0,300,0,30,FIBRA
Campos De Julio / Mt (Csdj),MT,IP DEDICADO,259.9,12,0,0,FIBRA
Suzano / Sp (Szn),SP,L2L LAST MILE,0.0,1000,24,,FIBRA
Indiana3Polis,MG,IP DEDICADO,450.0,52,36,30,RÃDIO
Sao Paulo,SP,IP DEDICADO,600.0,100,36,30,FIBRA
Sao Paulo,SP,IP DEDICADO,940.0,100,36,30,RÃDIO
Aripuana / Mt (Ayp),MT,L2L LAST MILE,814.59,100,0,0,FIBRA
Aripuana,MT,L2L LAST MILE,0.01,100,24,,FIBRA
Salvador / Ba (Sdr),BA,IP BANDA LARGA,129.9,50,0,0,FIBRA
Salvador / Ba (Sdr),BA,IP BANDA LARGA,129.9,50,0,0,FIBRA
Salvador / Ba (Sdr),BA,IP BANDA LARGA,129.9,50,0,0,FIBRA
Salvador / Ba (Sdr),BA,IP BANDA LARGA,129.9,50,0,0,FIBRA
Salvador / Ba (Sdr),BA,IP BANDA LARGA,129.9,50,0,0,FIBRA
Salvador / Ba (Sdr),BA,IP BANDA LARGA,129.9,50,0,0,FIBRA
Salvador / Ba (Sdr),BA,IP BANDA LARGA,129.9,50,0,0,FIBRA
Salvador / Ba (Sdr),BA,IP BANDA LARGA,129.9,50,0,0,FIBRA
Salvador / Ba (Sdr),BA,IP BANDA LARGA,129.9,50,0,0,FIBRA
Lauro De Freitas / Ba (Lfs),BA,IP BANDA LARGA,129.9,50,0,0,FIBRA
Barreiras / Ba (Bes),BA,IP BANDA LARGA,129.9,50,0,0,FIBRA
Joao Pessoa / Pb (Jpa),PB,IP BANDA LARGA,129.9,50,0,0,FIBRA
Natal / Rn (Ntl),RN,IP BANDA LARGA,129.9,50,0,0,FIBRA
Joao Pessoa / Pb (Jpa),PB,IP BANDA LARGA,129.9,50,0,0,FIBRA
Joao Pessoa / Pb (Jpa),PB,IP BANDA LARGA,129.9,50,0,0,FIBRA
Londrina / Pr (Lda),PR,IP DEDICADO,450.0,37,0,0,FIBRA
Cabo De Santo Agostinho / Pe (Cbo),PE,IP DEDICADO,450.0,22,0,0,FIBRA
Porto Nacional / To (Pxc),TO,IP DEDICADO,300.0,10,0,0,FIBRA
Itapeva / Sp (Iva),SP,IP DEDICADO,0.0,20,0,0,RÃDIO
Sao Leopoldo,RS,IP BANDA LARGA,170.0,650,24,32,FIBRA
Brasilia / Df (Bsa),DF,IP DEDICADO,750.0,100,12,0,FIBRA
Duque De Caxias,RJ,IP DEDICADO,0.0,102,12,30,FIBRA
Barueri,SP,L2L  LAST MILE,0.01,50,12,,FIBRA
Barueri,SP,L2L  LAST MILE,400.0,50,12,,FIBRA
Pinhais,PR,IP DEDICADO,450.0,50,24,30,FIBRA
Duque De Caxias,RJ,IP DEDICADO,999.9,100,36,30,FIBRA
Duque De Caxias,RJ,IP DEDICADO,999.9,100,36,30,FIBRA
Brasilia / Df (Bsa),DF,IP DEDICADO,400.0,10,0,0,FIBRA
Brasilia / Df (Bsa),DF,IP DEDICADO,400.0,10,0,0,FIBRA
Cangucu / Rs (Cgu),RS,IP DEDICADO,600.0,12,0,0,FIBRA
Londrina,PR,IP DEDICADO,249.99,100,36,/29,FIBRA
Londrina,PR,IP DEDICADO,249.99,100,36,29,FIBRA
Curitiba / Pr (Cta),PR,IP DEDICADO,450.0,10,0,0,FIBRA
Marilia / Sp (Mia),SP,IP DEDICADO,0.0,100,36,30,FIBRA
Agua Doce Do Norte,ES,IP DEDICADO,450.0,50,36,30,FIBRA
Poaos De Caldas,MG,IP DEDICADO,700.0,50,24,30,FIBRA
Gravatai,RS,L2L  LAST MILE,180.0,10,12,na,FIBRA
Campos Gerais / Mg (Cpg),MG,IP DEDICADO,590.0,12,0,30,FIBRA
Sao Joaquim De Bicas / Mg (Sjbi),MG,IP DEDICADO,590.0,12,0,30,FIBRA
Porto Alegre / Rs (Pae),RS,L2L LAST MILE,250.0,5,0,0,FIBRA
Cravinhos / Sp (Cvh),SP,IP DEDICADO,0.0,100,12,/29,FIBRA
Santo Antonio Das Missoes / Rs (Sde),RS,IP DEDICADO,200.0,12,0,0,FIBRA
Londrina,PR,L2L  LAST MILE,0.01,100,36,,FIBRA
Londrina,PR,L2L  LAST MILE,250.0,100,36,,FIBRA
Londrina,PR,L2L  LAST MILE,250.0,100,36,,FIBRA
Londrina,PR,L2L  LAST MILE,0.01,100,12,,FIBRA
Jauru / Mt (Jrw),MT,IP DEDICADO,300.0,22,0,0,FIBRA
Jauru / Mt (Jrw),MT,IP DEDICADO,300.0,22,0,0,FIBRA
Caete / Mg (Cet),MG,IP BANDA LARGA,249.9,100,0,0,FIBRA
Araquari,SC,L2L  LAST MILE,360.0,50,24,,FIBRA
Itajai / Sc (Iai),SC,IP DEDICADO,200.0,32,0,0,FIBRA
Extrema / Mg (Exm),MG,IP DEDICADO,550.0,12,0,0,FIBRA
Doutor Ricardo / Rs (Drro),RS,IP DEDICADO,199.0,100,0,0,FIBRA
Guarapuava / Pr (Grp),PR,L2L LAST MILE,350.0,10,0,0,FIBRA
Conquista / Mg (Cqt),MG,IP BANDA LARGA,200.0,200,0,0,FIBRA
Videira / Sc (Vii),SC,IP DEDICADO,200.0,25,0,30,FIBRA
Jundiaa,SP,IP DEDICADO,650.0,50,12,30,FIBRA
Nova Ponte / Mg (Nvn),MG,IP BANDA LARGA,750.0,50,0,0,RÃDIO
Nova Ponte / Mg (Nvn),MG,IP BANDA LARGA,750.0,50,0,0,RÃDIO
Nova Ponte,MG,IP DEDICADO,0.0,50,24,30,RÃDIO
Sao Luas,MA,IP DEDICADO,450.0,50,12,30,FIBRA
Sumara,SP,IP DEDICADO,600.0,52,12,30,FIBRA
Simaes Filho,BA,IP DEDICADO,0.0,500,36,30,FIBRA
Franco Da Rocha / Sp (Fcr),SP,IP DEDICADO,0.0,700,12,/29,FIBRA
Lapa,PR,IP DEDICADO,500.0,110,36,30,FIBRA
Betim / Mg (Bet),MG,IP DEDICADO,0.0,100,12,/29,RÃDIO
Guaranta Do Norte / Mt (Gdn),MT,IP DEDICADO,500.0,12,0,0,FIBRA
Salvador / Ba (Sdr),BA,IP DEDICADO,700.0,55,36,0,FIBRA
Duque De Caxias / Rj (Dqx),RJ,IP BANDA LARGA,129.9,100,0,30,FIBRA
Medina / Mg (Mda),MG,IP DEDICADO,300.0,10,0,0,FIBRA
Belo Horizonte,MG,L2L  LAST MILE,0.01,300,36,l2l,FIBRA
Cajamar / Sp (Cjr),SP,IP DEDICADO,0.0,200,0,0,RÃDIO
Cajamar,SP,IP DEDICADO,0.0,200,36,29,FIBRA
Sao Jose Do Rio Claro / Mt (Sjk),MT,IP DEDICADO,300.0,22,0,0,FIBRA
Camacari / Ba (Car),BA,IP BANDA LARGA,120.0,100,0,na,FIBRA
Duque De Caxias / Rj (Dqx),RJ,IP DEDICADO | L2L LAST MILE,0.0,300,12,,FIBRA
Louveira / Sp (Lou),SP,IP DEDICADO,900.0,102,12,/29,FIBRA
Joao Pessoa,PB,IP DEDICADO,500.0,50,12,32,FIBRA
Cubatao / Sp (Cao),SP,IP DEDICADO,450.0,3,0,,RÃDIO
Cubatao,SP,IP DEDICADO,850.0,50,36,30,RÃDIO
Sao Paulo / Sp (Spo),SP,IP DEDICADO,820.0,55,0,0,FIBRA
Rio Verde / Go (Rvd),GO,IP BANDA LARGA,200.0,200,0,0,FIBRA
Campinorte / Go (Cno),GO,IP DEDICADO,300.0,10,0,0,FIBRA
Piracanjuba / Go (Pjb),GO,IP BANDA LARGA,300.0,100,0,0,FIBRA
Minacu / Go (Mku),GO,IP BANDA LARGA,300.0,100,0,0,FIBRA
Manaus,AM,IP BANDA LARGA | IP DEDICADO,0.0,100,36,29,FIBRA
Sao Gabriel / Rs (Sgb),RS,IP DEDICADO,500.0,50,36,32,FIBRA
Salvador,BA,IP DEDICADO,850.0,100,12,/30,FIBRA
Vila Nova Do Sul / Rs (Vinv),RS,L2L LAST MILE,350.0,10,24,na,FIBRA
Vila Nova Do Sul / Rs (Vinv),RS,L2L LAST MILE,350.0,10,24,na,FIBRA
Belo Horizonte,MG,L2L  LAST MILE,0.01,400,12,l2l,FIBRA
Miracema Do Tocantins / To (Mne),TO,IP DEDICADO,300.0,10,0,fixo,FIBRA
Salvador / Ba (Sdr),BA,IP BANDA LARGA,290.0,200,0,na,FIBRA
Juina / Mt (Jna),MT,IP BANDA LARGA,295.0,200,0,na,FIBRA
Manhumirim / Mg (Mim),MG,IP DEDICADO,160.0,12,0,0,FIBRA
Brasalia,DF,IP DEDICADO | L2L LAST MILE,200.0,10,60,,FIBRA
Brasalia,DF,IP DEDICADO | L2L LAST MILE,200.0,10,60,,FIBRA
Brasalia,DF,IP DEDICADO | L2L LAST MILE,200.0,10,60,,FIBRA
Brasalia,DF,IP DEDICADO | L2L LAST MILE,200.0,10,60,,FIBRA
Londrina,PR,L2L LAST MILE | L2L  LAST MILE,0.01,50,36,,FIBRA
Brasalia,DF,IP DEDICADO | L2L LAST MILE,200.0,10,60,,FIBRA
Brasalia,DF,IP DEDICADO | L2L LAST MILE,200.0,10,60,,FIBRA
Brasalia,DF,IP DEDICADO | L2L LAST MILE,200.0,10,60,,FIBRA
Brasalia,DF,IP DEDICADO | L2L LAST MILE,200.0,10,60,,FIBRA
Londrina,PR,L2L  LAST MILE,0.01,100,12,,FIBRA
Brasalia,DF,IP DEDICADO | L2L LAST MILE,200.0,10,60,,FIBRA
Londrina,PR,L2L  LAST MILE,0.01,100,36,,FIBRA
Brasalia,DF,IP DEDICADO | L2L LAST MILE,200.0,10,60,,FIBRA
Brasalia,DF,IP DEDICADO | L2L LAST MILE,200.0,10,60,,FIBRA
Londrina,PR,L2L  LAST MILE,250.0,100,36,,FIBRA
Brasalia,DF,IP DEDICADO | L2L LAST MILE,200.0,10,60,,FIBRA
Brasalia,DF,IP DEDICADO | L2L LAST MILE,200.0,10,60,,FIBRA
Londrina,PR,L2L  LAST MILE,250.0,100,36,,FIBRA
Brasalia,DF,IP DEDICADO | L2L LAST MILE,200.0,10,60,,FIBRA
Sao Gabriel,RS,L2L LAST MILE,980.0,50,12,,RÃDIO
Brasilia / Df (Bsa),DF,IP DEDICADO,850.0,35,0,30,FIBRA
,,L2L LAST MILE,980.0,0,12,,
,,L2L LAST MILE,980.0,0,12,,
,,L2L LAST MILE,980.0,0,12,,
,,L2L LAST MILE,980.0,0,12,,
,,L2L LAST MILE,980.0,0,12,,
Uberaba / Mg (Ura),MG,IP DEDICADO,300.0,15,0,0,FIBRA
Uberlandia / Mg (Ula),MG,IP DEDICADO,300.0,15,0,0,FIBRA
,,L2L LAST MILE,980.0,0,12,,
,,L2L LAST MILE,980.0,0,12,,
,,L2L LAST MILE,980.0,0,12,,
Garopaba,SC,L2L  LAST MILE,200.0,50,36,,FIBRA
Sao Gabriel Da Cachoeira,AM,IP BANDA LARGA,130.0,50,60,,FIBRA
Sao Gabriel Da Cachoeira,AM,IP BANDA LARGA,130.0,50,60,,FIBRA
Benjamin Constant,AM,IP BANDA LARGA,130.0,50,60,,FIBRA
Tabatinga,AM,IP BANDA LARGA,130.0,50,60,,FIBRA
Passos / Mg (Pso),MG,IP BANDA LARGA,249.9,100,0,0,FIBRA
Fortaleza,CE,IP BANDA LARGA,100.0,100,12,,FIBRA
Fortaleza,CE,IP BANDA LARGA,100.0,100,12,,FIBRA
Nova Ponte / Mg (Nvn),MG,IP DEDICADO,280.0,10,0,0,FIBRA
Ourinhos,SP,IP BANDA LARGA,99.9,400,60,,FIBRA
Sumara,SP,IP DEDICADO,450.0,52,12,32,FIBRA
Sao Paulo / Sp (Spo),SP,IP BANDA LARGA,115.0,100,0,0,FIBRA
Sao Paulo / Sp (Spo),SP,IP BANDA LARGA,115.0,100,0,0,FIBRA
Sao Paulo / Sp (Spo),SP,IP BANDA LARGA,115.0,100,0,0,FIBRA
Palotina,PR,IP BANDA LARGA,79.9,100,60,,FIBRA
Palotina,PR,IP BANDA LARGA,249.9,50,60,,FIBRA
Pau Dos Ferros / Rn (Pfr),RN,IP DEDICADO,280.0,12,0,0,FIBRA
Brasilia,DF,IP BANDA LARGA,115.0,600,60,,FIBRA
Brasilia,DF,IP BANDA LARGA,115.0,600,60,,FIBRA
Brasilia,DF,IP BANDA LARGA,115.0,600,60,,FIBRA
Brasilia,DF,IP BANDA LARGA,115.0,600,60,,FIBRA
Brasilia,DF,IP BANDA LARGA,115.0,600,60,,FIBRA
Brasilia,DF,IP BANDA LARGA,115.0,600,60,,FIBRA
